"year","area","country","model_fleet","model_metier","stock","landings","fleet_type"
2012,"4","BE","BE_Beam>=24","BT1.4","TUR",43.695,"main"
2013,"4","BE","BE_Beam>=24","BT1.4","TUR",39.169,"main"
2014,"4","BE","BE_Beam>=24","BT1.4","TUR",35.194,"main"
2015,"4","BE","BE_Beam>=24","BT1.4","TUR",38.019,"main"
2016,"4","BE","BE_Beam>=24","BT1.4","TUR",53.87,"main"
2017,"4","BE","BE_Beam>=24","BT1.4","TUR",45.146,"main"
2018,"4","BE","BE_Beam>=24","BT1.4","TUR",31.457,"main"
2019,"4","BE","BE_Beam>=24","BT1.4","TUR",46.181,"main"
2020,"4","BE","BE_Beam>=24","BT1.4","TUR",32.98,"main"
2021,"4","BE","BE_Beam>=24","BT1.4","TUR",23.97663,"main"
2022,"4","BE","BE_Beam>=24","BT1.4","TUR",14.11462,"main"
2009,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",0.536,"main"
2010,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",1.11,"main"
2011,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",0.283,"main"
2012,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",0.738,"main"
2013,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",1.551,"main"
2014,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",4.359,"main"
2015,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",4.538,"main"
2016,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",10.009,"main"
2017,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",7.771,"main"
2018,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",10.823,"main"
2019,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",10.941,"main"
2020,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",10.048,"main"
2021,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",7.89897,"main"
2022,"4","BE","BE_Beam>=24","BT1.4","WHG-NS",4.24122,"main"
2012,"4","BE","BE_Beam>=24","BT1.4","WIT",0.021,"main"
2013,"4","BE","BE_Beam>=24","BT1.4","WIT",0.528,"main"
2014,"4","BE","BE_Beam>=24","BT1.4","WIT",1.202,"main"
2015,"4","BE","BE_Beam>=24","BT1.4","WIT",0.859,"main"
2016,"4","BE","BE_Beam>=24","BT1.4","WIT",1.759,"main"
2017,"4","BE","BE_Beam>=24","BT1.4","WIT",1.262,"main"
2018,"4","BE","BE_Beam>=24","BT1.4","WIT",2.424,"main"
2019,"4","BE","BE_Beam>=24","BT1.4","WIT",2.404,"main"
2020,"4","BE","BE_Beam>=24","BT1.4","WIT",0.901,"main"
2021,"4","BE","BE_Beam>=24","BT1.4","WIT",0.43368,"main"
2022,"4","BE","BE_Beam>=24","BT1.4","WIT",0.34814,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","BLL",14.004,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","BLL",12.60005,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","BLL",3.63633,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","COD-NS",401.622,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","COD-NS",195.025,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","COD-NS",156.365,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","COD-NS",108.002,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","COD-NS",119.713,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","COD-NS",165.966,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","COD-NS",139.847,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","COD-NS",89.949,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","COD-NS",32.862,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","COD-NS",36.875,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","COD-NS",87.934,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","COD-NS",23.939,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","COD-NS",8.12378,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","COD-NS",5.0816,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","HAD",12.72,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","HAD",16.306,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","HAD",56.089,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","HAD",17.696,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","HAD",6.163,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","HAD",5.672,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","HAD",3.863,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","HAD",4.45,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","HAD",4.432,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","HAD",1.943,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","HAD",3.971,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","HAD",0.892,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","HAD",3.262,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","HAD",5.39045,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","NEP32",0.017,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","NEP32",0.002,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.582,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.039,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.033,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.021,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.205,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.006,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.007,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.154,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","NEP33",1.197,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","NEP33",1.739,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","NEP33",8.362,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","NEP33",0.467,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","NEP5",10.054,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","NEP5",8.492,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","NEP5",12.741,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","NEP5",11.055,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","NEP5",1.495,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","NEP5",3.926,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","NEP5",6.219,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","NEP5",17.052,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","NEP5",9.175,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","NEP5",8.078,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","NEP5",9.091,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","NEP5",2.137,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","NEP5",0.937,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","NEP5",4.26694,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","NEP6",0.429,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","NEP6",0.21,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.817,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.052,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.626,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.248,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.47,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.112,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.594,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",1.961,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",3.807,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",1.003,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",4.601,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.096,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.096,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","NEPOTH-NS",0.33706,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1697.124,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1914.364,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1807.096,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1207.259,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1475.814,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1635.31,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1649.12,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1874.459,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",1380.47,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",869.989,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",492.522,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",130.592,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",293.33258,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","PLE-NS",44.78873,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","POK",0.047,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","POK",0.009,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","POK",0.131,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","POK",0.033,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","POK",0.095,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","POK",0.112,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","POK",0.007,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","POK",0.537,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","POK",0.188,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","POK",0.112,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","POK",0.807,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","POK",0.074,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",768.067,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",679.154,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",426.691,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",257.775,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",367.429,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",514.4,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",468.185,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",412.231,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",325.135,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",193.223,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",125.64,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",90.12,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",156.34563,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","SOL-NS",74.32398,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","TUR",100.674,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","TUR",75.635,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","TUR",63.404,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","TUR",45.666,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","TUR",62.848,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","TUR",68.769,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","TUR",101.919,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","TUR",174.033,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","TUR",149.997,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","TUR",96.941,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","TUR",50.224,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","TUR",23.102,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","TUR",30.85066,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","TUR",8.56317,"main"
2009,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",67.128,"main"
2010,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",68.161,"main"
2011,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",35.971,"main"
2012,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",16.555,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",15.332,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",14.802,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",25.156,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",9.844,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",24.73,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",11.859,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",6.031,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",2.531,"main"
2021,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",4.30002,"main"
2022,"4","BE","BE_Beam>=24","BT2.4","WHG-NS",3.33597,"main"
2013,"4","BE","BE_Beam>=24","BT2.4","WIT",0.457,"main"
2014,"4","BE","BE_Beam>=24","BT2.4","WIT",0.821,"main"
2015,"4","BE","BE_Beam>=24","BT2.4","WIT",1.215,"main"
2016,"4","BE","BE_Beam>=24","BT2.4","WIT",0.637,"main"
2017,"4","BE","BE_Beam>=24","BT2.4","WIT",0.709,"main"
2018,"4","BE","BE_Beam>=24","BT2.4","WIT",0.45,"main"
2019,"4","BE","BE_Beam>=24","BT2.4","WIT",0.703,"main"
2020,"4","BE","BE_Beam>=24","BT2.4","WIT",0.075,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","BLL",49.286,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","BLL",36.8537,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","BLL",45.08584,"main"
2009,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",61.957,"main"
2010,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",35.794,"main"
2011,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",35.275,"main"
2012,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",26.411,"main"
2013,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",33.766,"main"
2014,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",50.663,"main"
2015,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",56.641,"main"
2016,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",24.356,"main"
2017,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",8.77,"main"
2018,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",4.443,"main"
2019,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",1.791,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",7.403,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",11.17907,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","COD-NS",3.44009,"main"
2009,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",430.5343,"main"
2010,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",443.6486,"main"
2011,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",346.0311,"main"
2012,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",497.16935,"main"
2013,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",605.8864,"main"
2014,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",463.9803,"main"
2015,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",717.73155,"main"
2016,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",1100.3466,"main"
2017,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",1162.30675,"main"
2018,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",946.6039,"main"
2019,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",550.0951,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",345.08135,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",323.334553,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","PLE-EC",253.2715585,"main"
2009,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",935.004,"main"
2010,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",720.175,"main"
2011,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",698.321,"main"
2012,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",582.814,"main"
2013,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",637.177,"main"
2014,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",1030.724,"main"
2015,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",708.232,"main"
2016,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",598.648,"main"
2017,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",507.913,"main"
2018,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",478.266,"main"
2019,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",412.507,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",472.457,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",408.9883,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","SOL-EC",471.53325,"main"
2009,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",45.69,"main"
2010,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",40.121,"main"
2011,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",33.019,"main"
2012,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",29.079,"main"
2013,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",42.766,"main"
2014,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",30.942,"main"
2015,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",48.174,"main"
2016,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",43.779,"main"
2017,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",31.166,"main"
2018,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",33.694,"main"
2019,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",28.643,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",15.312,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",14.68428,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","WHG-NS",14.90006,"main"
2012,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.006,"main"
2013,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.089,"main"
2014,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.305,"main"
2015,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.063,"main"
2016,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.256,"main"
2017,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.209,"main"
2018,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.078,"main"
2019,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.487,"main"
2020,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.279,"main"
2021,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.11895,"main"
2022,"7D","BE","BE_Beam>=24","BT2.7D","WIT",0.17117,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","BLL",0.029,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","BLL",0.21037,"main"
2019,"4","BE","BE_Otter","OTB32-69.4","COD-NS",0.013,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","COD-NS",0.243,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","COD-NS",0.61544,"main"
2022,"4","BE","BE_Otter","OTB32-69.4","COD-NS",0.06552,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","HAD",0.029,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","HAD",0.03159,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","NEP33",0.496,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","NEP33",13.233,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","NEP5",0.78,"main"
2019,"4","BE","BE_Otter","OTB32-69.4","PLE-NS",0.054,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","PLE-NS",2.233,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","PLE-NS",18.61022,"main"
2022,"4","BE","BE_Otter","OTB32-69.4","PLE-NS",1.62497,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","SOL-NS",0.033,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","SOL-NS",0.04784,"main"
2022,"4","BE","BE_Otter","OTB32-69.4","SOL-NS",0.03328,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","TUR",0.042,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","TUR",0.28014,"main"
2019,"4","BE","BE_Otter","OTB32-69.4","WHG-NS",1.184,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","WHG-NS",31.039,"main"
2021,"4","BE","BE_Otter","OTB32-69.4","WHG-NS",11.43892,"main"
2022,"4","BE","BE_Otter","OTB32-69.4","WHG-NS",8.97865,"main"
2020,"4","BE","BE_Otter","OTB32-69.4","WIT",0.013,"main"
2020,"7D","BE","BE_Otter","OTB32-69.7D","BLL",0.007,"main"
2020,"7D","BE","BE_Otter","OTB32-69.7D","COD-NS",0.05,"main"
2020,"7D","BE","BE_Otter","OTB32-69.7D","PLE-EC",0.5245,"main"
2021,"7D","BE","BE_Otter","OTB32-69.7D","PLE-EC",0.1597435,"main"
2022,"7D","BE","BE_Otter","OTB32-69.7D","PLE-EC",0.11635,"main"
2020,"7D","BE","BE_Otter","OTB32-69.7D","SOL-EC",0.031,"main"
2021,"7D","BE","BE_Otter","OTB32-69.7D","SOL-EC",0.01248,"main"
2019,"7D","BE","BE_Otter","OTB32-69.7D","WHG-NS",0.094,"main"
2020,"7D","BE","BE_Otter","OTB32-69.7D","WHG-NS",6.523,"main"
2021,"7D","BE","BE_Otter","OTB32-69.7D","WHG-NS",0.88734,"main"
2022,"7D","BE","BE_Otter","OTB32-69.7D","WHG-NS",1.31959,"main"
2020,"4","BE","BE_Otter","TR1.4","BLL",7.54,"main"
2021,"4","BE","BE_Otter","TR1.4","BLL",1.97734,"main"
2022,"4","BE","BE_Otter","TR1.4","BLL",3.65162,"main"
2009,"4","BE","BE_Otter","TR1.4","COD-NS",35.394,"main"
2010,"4","BE","BE_Otter","TR1.4","COD-NS",33.495,"main"
2011,"4","BE","BE_Otter","TR1.4","COD-NS",11.718,"main"
2012,"4","BE","BE_Otter","TR1.4","COD-NS",12.225,"main"
2013,"4","BE","BE_Otter","TR1.4","COD-NS",5.654,"main"
2014,"4","BE","BE_Otter","TR1.4","COD-NS",10.258,"main"
2015,"4","BE","BE_Otter","TR1.4","COD-NS",1.14,"main"
2016,"4","BE","BE_Otter","TR1.4","COD-NS",3.437,"main"
2017,"4","BE","BE_Otter","TR1.4","COD-NS",2.36,"main"
2018,"4","BE","BE_Otter","TR1.4","COD-NS",11.212,"main"
2019,"4","BE","BE_Otter","TR1.4","COD-NS",2.418,"main"
2020,"4","BE","BE_Otter","TR1.4","COD-NS",2.548,"main"
2021,"4","BE","BE_Otter","TR1.4","COD-NS",2.15801,"main"
2022,"4","BE","BE_Otter","TR1.4","COD-NS",24.0534,"main"
2009,"4","BE","BE_Otter","TR1.4","HAD",48.182,"main"
2010,"4","BE","BE_Otter","TR1.4","HAD",25.892,"main"
2011,"4","BE","BE_Otter","TR1.4","HAD",0.151,"main"
2012,"4","BE","BE_Otter","TR1.4","HAD",0.025,"main"
2013,"4","BE","BE_Otter","TR1.4","HAD",0.095,"main"
2014,"4","BE","BE_Otter","TR1.4","HAD",17.845,"main"
2015,"4","BE","BE_Otter","TR1.4","HAD",1.654,"main"
2016,"4","BE","BE_Otter","TR1.4","HAD",0.842,"main"
2017,"4","BE","BE_Otter","TR1.4","HAD",0.107,"main"
2018,"4","BE","BE_Otter","TR1.4","HAD",0.458,"main"
2019,"4","BE","BE_Otter","TR1.4","HAD",0.341,"main"
2020,"4","BE","BE_Otter","TR1.4","HAD",0.831,"main"
2021,"4","BE","BE_Otter","TR1.4","HAD",0.34047,"main"
2022,"4","BE","BE_Otter","TR1.4","HAD",9.51107,"main"
2009,"4","BE","BE_Otter","TR1.4","NEP32",0.342,"main"
2009,"4","BE","BE_Otter","TR1.4","NEP33",0.002,"main"
2012,"4","BE","BE_Otter","TR1.4","NEP33",0.01,"main"
2013,"4","BE","BE_Otter","TR1.4","NEP33",0.009,"main"
2014,"4","BE","BE_Otter","TR1.4","NEP33",0.004,"main"
2016,"4","BE","BE_Otter","TR1.4","NEP33",0.193,"main"
2017,"4","BE","BE_Otter","TR1.4","NEP33",3.813,"main"
2018,"4","BE","BE_Otter","TR1.4","NEP33",36.106,"main"
2019,"4","BE","BE_Otter","TR1.4","NEP33",9.701,"main"
2020,"4","BE","BE_Otter","TR1.4","NEP33",12.83,"main"
2013,"4","BE","BE_Otter","TR1.4","NEP5",0.035,"main"
2017,"4","BE","BE_Otter","TR1.4","NEP5",0.016,"main"
2018,"4","BE","BE_Otter","TR1.4","NEP5",6.606,"main"
2019,"4","BE","BE_Otter","TR1.4","NEP5",1.67,"main"
2020,"4","BE","BE_Otter","TR1.4","NEP5",1.604,"main"
2021,"4","BE","BE_Otter","TR1.4","NEP5",10.099,"main"
2009,"4","BE","BE_Otter","TR1.4","NEP7",0.014,"main"
2009,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.107,"main"
2010,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.085,"main"
2013,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.025,"main"
2016,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.129,"main"
2017,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.312,"main"
2018,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",11.297,"main"
2019,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",4.838,"main"
2020,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",5.112,"main"
2021,"4","BE","BE_Otter","TR1.4","NEPOTH-NS",0.009,"main"
2009,"4","BE","BE_Otter","TR1.4","PLE-NS",181.13,"main"
2010,"4","BE","BE_Otter","TR1.4","PLE-NS",215.914,"main"
2011,"4","BE","BE_Otter","TR1.4","PLE-NS",237.44,"main"
2012,"4","BE","BE_Otter","TR1.4","PLE-NS",232.277,"main"
2013,"4","BE","BE_Otter","TR1.4","PLE-NS",178.242,"main"
2014,"4","BE","BE_Otter","TR1.4","PLE-NS",446.715,"main"
2015,"4","BE","BE_Otter","TR1.4","PLE-NS",98.476,"main"
2016,"4","BE","BE_Otter","TR1.4","PLE-NS",913.589,"main"
